Player,Pos,Age,Team,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Player Reference,Season,League
Shawn Respert,SG,24,TOR,27,412,.442,.472,.396,.521,.844,.567,.267,.400,97,98,110,106,114,106,83,189,6.7,8.4,respesh01,1996-1997,NBA
Glen Rice,SF,29,CHH,79,3362,.477,.480,.470,.546,.867,.605,.354,.291,105,100,131,111,117,113,111,137,159.3,242.1,ricegl01,1996-1997,NBA
Pooh Richardson,PG,30,LAC,59,1065,.381,.412,.328,.442,.605,.455,.125,.372,84,86,91,90,82,85,39,176,-35.2,-58.8,richapo01,1996-1997,NBA
Mitch Richmond,SG,31,SAC,81,3125,.454,.466,.428,.519,.861,.578,.337,.302,100,97,119,105,117,108,105,143,82.2,154.3,richmmi01,1996-1997,NBA
Isaiah Rider,SG,25,POR,76,2563,.464,.492,.385,.514,.812,.557,.266,.261,102,102,107,104,110,104,83,123,41.8,47.0,rideris01,1996-1997,NBA
Fred Roberts,PF,36,DAL,12,40,.400,.400,,.400,.714,.520,.933,.000,88,83,,81,97,97,292,,-2.8,-0.7,roberfr01,1996-1997,NBA
Stanley Roberts,C,26,LAC,18,378,.426,.426,,.426,.703,.485,.432,.000,94,89,,86,95,91,135,,-19.9,-17.7,roberst01,1996-1997,NBA
Chris Robinson,SG,22,VAN,41,681,.379,.376,.382,.473,.615,.486,.143,.489,83,78,106,96,83,91,45,231,-7.4,-19.2,robinch01,1996-1997,NBA
Clifford Robinson,SF,30,POR,81,3077,.426,.466,.346,.484,.696,.519,.296,.336,94,97,96,98,94,97,93,158,-19.3,-38.9,robincl02,1996-1997,NBA
David Robinson,C,31,SAS,6,147,.500,.500,,.500,.654,.559,.722,.000,110,104,,101,89,104,226,,1.0,4.4,robinda01,1996-1997,NBA
Glenn Robinson,SF,24,MIL,80,3114,.465,.482,.350,.487,.791,.528,.253,.125,102,100,97,99,107,99,79,59,-16.7,-23.0,robingl01,1996-1997,NBA
James Robinson,PG,26,MIN,69,1309,.407,.437,.382,.512,.684,.537,.237,.554,89,91,106,104,93,100,74,262,18.8,1.9,robinja02,1996-1997,NBA
Rumeal Robinson,PG,30,TOT,54,508,.402,.444,.321,.457,.743,.491,.213,.341,88,93,89,93,101,92,67,161,-11.7,-16.2,robinru01,1996-1997,NBA
Rumeal Robinson,PG,30,LAL,15,126,.354,.440,.261,.417,.625,.437,.167,.479,78,92,72,85,85,82,52,226,-7.3,-10.2,robinru01,1996-1997,NBA
Rumeal Robinson,PG,30,PHO,12,87,.471,.542,.300,.515,.250,.503,.118,.294,103,113,83,104,34,94,37,139,1.5,-2.3,robinru01,1996-1997,NBA
Rumeal Robinson,PG,30,POR,27,295,.402,.407,.391,.457,.870,.516,.280,.280,88,85,109,93,118,96,88,132,-5.8,-3.7,robinru01,1996-1997,NBA
Dennis Rodman,PF,35,CHI,55,1947,.448,.461,.263,.456,.568,.479,.308,.066,98,96,73,93,77,89,96,31,-21.0,-36.8,rodmade01,1996-1997,NBA
Lou Roe,SF,24,GSW,17,107,.292,.297,.273,.323,.474,.355,.396,.229,64,62,76,66,64,66,124,108,-16.3,-20.4,roelo01,1996-1997,NBA
Carlos Rogers,PF,25,TOR,56,1397,.525,.553,.379,.556,.600,.575,.421,.163,115,115,105,113,81,107,132,77,50.7,38.1,rogerca01,1996-1997,NBA
Rodney Rogers,SF,25,LAC,81,2480,.462,.487,.361,.498,.663,.530,.326,.204,101,101,100,101,90,99,102,96,9.5,-10.7,rogerro01,1996-1997,NBA
Roy Rogers,PF,23,VAN,82,1848,.505,.504,1.000,.506,.574,.518,.195,.002,111,105,278,103,78,97,61,1,12.8,-18.7,rogerro02,1996-1997,NBA
Sean Rooks,C,27,LAL,69,735,.470,.473,.000,.470,.700,.547,.703,.005,103,98,,95,95,102,220,3,-8.4,5.6,rooksse01,1996-1997,NBA
Jalen Rose,SF,24,IND,66,1188,.456,.495,.292,.484,.750,.541,.414,.191,100,103,81,98,102,101,129,90,-6.7,4.6,roseja01,1996-1997,NBA
Malik Rose,PF,22,CHH,54,525,.477,.484,.000,.477,.613,.515,.484,.016,105,101,,97,83,96,152,7,-4.2,-6.3,rosema01,1996-1997,NBA
Donald Royal,SF,30,TOT,62,858,.425,.431,.000,.425,.803,.552,.801,.014,93,90,,86,109,103,251,6,-19.9,6.5,royaldo01,1996-1997,NBA
Donald Royal,SF,30,ORL,1,29,.400,.400,,.400,1.000,.510,.400,.000,88,83,,81,135,95,125,,-1.9,-0.6,royaldo01,1996-1997,NBA
Donald Royal,SF,30,GSW,36,509,.385,.394,.000,.385,.795,.522,.812,.021,85,82,,78,108,97,254,10,-20.6,-3.6,royaldo01,1996-1997,NBA
Donald Royal,SF,30,CHH,25,320,.525,.525,,.525,.800,.632,.875,.000,115,109,,107,108,118,274,,2.6,10.7,royaldo01,1996-1997,NBA
Clifford Rozier,C,24,TOT,42,737,.454,.459,.000,.454,.508,.471,.351,.011,100,96,,92,69,88,110,5,-13.5,-26.1,roziecl01,1996-1997,NBA
Clifford Rozier,C,24,GSW,1,5,.000,.000,,.000,,.000,.000,.000,,,,,,,,,-1.0,-1.1,roziecl01,1996-1997,NBA
Clifford Rozier,C,24,TOR,41,732,.457,.462,.000,.457,.508,.473,.353,.012,100,96,,93,69,88,110,5,-12.6,-25.1,roziecl01,1996-1997,NBA
Bryon Russell,SF,26,UTA,81,2525,.479,.531,.409,.566,.701,.600,.394,.426,105,111,114,115,95,112,123,201,90.7,93.8,russebr01,1996-1997,NBA
Arvydas Sabonis,C,32,POR,69,1762,.498,.530,.371,.536,.777,.592,.436,.201,110,110,103,109,105,110,136,95,56.3,87.9,sabonar01,1996-1997,NBA
Kevin Salvadori,C,26,SAC,23,154,.364,.364,,.364,.722,.452,.545,.000,80,76,,74,98,84,171,,-8.5,-6.8,salvake01,1996-1997,NBA
Jason Sasser,SF,23,TOT,8,69,.391,.400,.333,.413,,.413,.000,.130,86,83,93,84,,77,,62,-3.7,-5.6,sasseja01,1996-1997,NBA
Jason Sasser,SF,23,SAS,6,62,.421,.412,.500,.447,,.447,.000,.105,93,86,139,91,,84,,50,-1.7,-3.4,sasseja01,1996-1997,NBA
Jason Sasser,SF,23,DAL,2,7,.250,.333,.000,.250,,.250,.000,.250,55,69,,51,,47,,118,-1.9,-2.3,sasseja01,1996-1997,NBA
Danny Schayes,PF,37,ORL,45,540,.392,.395,.000,.392,.750,.465,.433,.008,86,82,,79,102,87,136,4,-24.3,-20.1,schayda01,1996-1997,NBA
Steve Scheffler,C,29,SEA,7,29,.857,.857,,.857,.500,.825,.286,.000,188,178,,174,68,154,89,,5.1,4.6,schefst01,1996-1997,NBA
Dwayne Schintzius,C,28,LAC,15,116,.361,.353,.500,.375,.875,.430,.222,.056,79,73,139,76,119,80,70,26,-8.5,-8.3,schindw01,1996-1997,NBA
Detlef Schrempf,SF,34,SEA,61,2192,.492,.531,.354,.531,.801,.592,.436,.222,108,111,98,108,108,111,137,105,55.2,97.5,schrede01,1996-1997,NBA
Brent Scott,PF,25,IND,16,55,.471,.471,,.471,.500,.484,.353,.000,103,98,,95,68,90,110,,-0.8,-2.0,scottbr01,1996-1997,NBA
Byron Scott,SG,35,LAL,79,1440,.430,.471,.388,.526,.841,.590,.398,.496,95,98,108,107,114,110,125,234,25.3,48.8,scottby01,1996-1997,NBA
Dennis Scott,SF,28,ORL,66,2166,.398,.402,.394,.496,.792,.519,.135,.498,87,84,109,101,107,97,42,235,4.6,-26.9,scottde01,1996-1997,NBA
James Scott,SF,24,MIA,8,32,.000,.000,.000,.000,.500,.056,.250,.500,,,,,68,11,78,236,-7.9,-8.5,scottja01,1996-1997,NBA
Shawnelle Scott,C,24,CLE,16,50,.500,.500,,.500,.364,.480,.688,.000,110,104,,101,49,90,215,,.2,-2.3,scottsh01,1996-1997,NBA
Malik Sealy,SG,26,LAC,80,2456,.396,.408,.356,.438,.876,.504,.308,.236,87,85,99,89,119,94,96,111,-103.7,-66.8,sealyma01,1996-1997,NBA
Rony Seikaly,C,31,ORL,74,2615,.507,.509,.000,.507,.714,.567,.551,.003,112,106,,103,97,106,172,2,25.8,69.7,seikaro01,1996-1997,NBA
Brian Shaw,PG,30,ORL,77,1867,.366,.391,.325,.427,.793,.478,.271,.376,81,81,90,87,107,89,85,178,-67.7,-66.7,shawbr01,1996-1997,NBA
Lionel Simmons,SF,28,SAC,41,521,.331,.358,.233,.357,.875,.442,.353,.221,73,75,65,72,119,83,110,104,-37.1,-29.3,simmoli01,1996-1997,NBA
Dickey Simpkins,PF,24,CHI,48,395,.333,.337,.250,.339,.700,.411,.430,.043,73,70,69,69,95,77,135,20,-28.7,-27.5,simpkdi01,1996-1997,NBA
Reggie Slater,PF,26,TOR,26,406,.550,.558,.000,.550,.520,.558,.503,.013,121,116,,112,70,104,158,6,17.1,8.0,slatere01,1996-1997,NBA
Charles Smith,PF,31,SAS,19,329,.405,.410,.000,.405,.769,.461,.310,.012,89,85,,82,104,86,97,6,-14.8,-14.2,smithch01,1996-1997,NBA
Joe Smith,PF,21,GSW,80,3086,.454,.461,.261,.459,.814,.512,.292,.036,100,96,72,93,110,96,91,17,-88.8,-69.8,smithjo02,1996-1997,NBA
Kenny Smith,PG,31,TOT,48,765,.423,.404,.437,.546,.867,.580,.188,.565,93,84,121,111,117,108,59,267,25.4,22.8,smithke01,1996-1997,NBA
Kenny Smith,PG,31,DET,9,64,.400,.300,.500,.525,1.000,.551,.100,.500,88,62,139,107,135,103,31,236,1.3,.6,smithke01,1996-1997,NBA
Kenny Smith,PG,31,ORL,6,47,.462,.375,.600,.577,1.000,.612,.154,.385,101,78,167,117,135,114,48,182,2.2,2.1,smithke01,1996-1997,NBA
Kenny Smith,PG,31,DEN,33,654,.422,.419,.425,.546,.854,.580,.199,.583,93,87,118,111,116,108,62,275,21.9,20.0,smithke01,1996-1997,NBA
Michael Smith,PF,24,SAC,81,2526,.539,.539,,.539,.496,.545,.688,.000,118,112,,109,67,102,215,,34.3,8.7,smithmi02,1996-1997,NBA
Steve Smith,SG,27,ATL,72,2818,.429,.477,.335,.486,.847,.548,.343,.339,94,99,93,99,115,102,107,160,-16.9,33.2,smithst01,1996-1997,NBA
Stevin Smith,SG,25,DAL,8,60,.333,.417,.167,.361,1.000,.380,.056,.333,73,87,46,73,135,71,17,157,-4.7,-5.8,smithst02,1996-1997,NBA
Tony Smith,PG,28,CHH,69,1291,.409,.445,.323,.457,.644,.477,.175,.294,90,93,90,93,87,89,55,139,-24.3,-42.8,smithto02,1996-1997,NBA
Rik Smits,C,30,IND,52,1518,.486,.488,.250,.487,.797,.535,.296,.011,107,102,69,99,108,100,93,5,-8.7,-0.5,smitsri01,1996-1997,NBA
Eric Snow,PG,23,SEA,67,775,.451,.470,.267,.463,.712,.515,.402,.091,99,98,74,94,96,96,126,43,-9.7,-7.8,snower01,1996-1997,NBA
Elmore Spencer,C,27,SEA,1,5,.000,.000,,.000,,.000,.000,.000,,,,,,,,,-1.0,-1.1,spencel01,1996-1997,NBA
Felton Spencer,C,29,TOT,73,1558,.489,.489,,.489,.584,.524,.567,.000,108,102,,99,79,98,177,,-2.0,-8.1,spencfe01,1996-1997,NBA
Felton Spencer,C,29,ORL,1,19,1.000,1.000,,1.000,,1.000,.000,.000,220,208,,203,,187,,,2.0,1.9,spencfe01,1996-1997,NBA
Felton Spencer,C,29,GSW,72,1539,.486,.486,,.486,.584,.521,.571,.000,107,101,,99,79,97,179,,-4.0,-10.0,spencfe01,1996-1997,NBA
Latrell Sprewell,SG,26,GSW,80,3353,.449,.488,.354,.500,.843,.570,.405,.287,99,102,98,101,114,106,127,136,21.3,115.4,sprewla01,1996-1997,NBA
Jerry Stackhouse,SG,22,PHI,81,3166,.407,.446,.298,.446,.766,.524,.510,.261,90,93,83,91,104,98,160,123,-121.6,-36.5,stackje01,1996-1997,NBA
John Starks,SG,31,NYK,77,2042,.431,.488,.369,.519,.769,.555,.263,.475,95,102,102,105,104,104,82,224,44.1,38.0,starkjo01,1996-1997,NBA
Matt Steigenga,SF,26,CHI,2,12,.250,.500,.000,.250,.500,.307,.500,.500,55,104,,51,68,57,156,236,-1.9,-2.2,steigma01,1996-1997,NBA
Joe Stephens,PF,24,HOU,2,9,.200,.000,.333,.300,,.300,.000,.600,44,,93,61,,56,,283,-1.9,-2.4,stephjo01,1996-1997,NBA
Larry Stewart,SF,28,SEA,70,982,.444,.479,.243,.462,.720,.512,.369,.147,98,100,68,94,98,96,115,69,-15.4,-13.8,stewala01,1996-1997,NBA
Bryant Stith,SG,26,DEN,52,1788,.416,.430,.385,.474,.863,.548,.388,.302,92,90,107,96,117,102,121,143,-22.5,17.8,stithbr01,1996-1997,NBA
John Stockton,PG,34,UTA,82,2896,.548,.587,.422,.598,.846,.656,.428,.237,121,122,117,121,115,122,134,112,159.7,216.8,stockjo01,1996-1997,NBA
Damon Stoudamire,PG,23,TOR,81,3311,.401,.426,.355,.463,.823,.516,.285,.353,88,89,99,94,111,96,89,166,-83.2,-62.2,stoudda01,1996-1997,NBA
Erick Strickland,SG,23,DAL,28,759,.398,.451,.304,.453,.812,.510,.312,.359,88,94,85,92,110,95,98,170,-20.4,-14.9,stricer01,1996-1997,NBA
Mark Strickland,PF,26,MIA,31,153,.417,.424,.000,.417,.571,.448,.350,.017,92,88,,85,77,84,110,8,-9.2,-12.2,stricma01,1996-1997,NBA
Rod Strickland,PG,30,WSB,82,2997,.466,.488,.169,.472,.738,.533,.450,.070,102,102,47,96,100,99,141,33,-46.4,-7.9,stricro02,1996-1997,NBA
Derek Strong,PF,28,ORL,82,2004,.447,.457,.000,.447,.803,.513,.372,.022,98,95,,91,109,96,116,10,-53.7,-31.5,stronde01,1996-1997,NBA
Bob Sura,SG,23,CLE,82,2269,.431,.473,.323,.476,.614,.519,.543,.279,95,98,90,97,83,97,170,132,-19.7,-24.2,surabo01,1996-1997,NBA
Brett Szabo,C,28,BOS,70,662,.446,.450,.000,.446,.738,.517,.504,.008,98,94,,91,100,97,158,4,-11.3,-5.4,szabobr01,1996-1997,NBA
Žan Tabak,C,26,TOR,13,218,.451,.451,,.451,.690,.501,.408,.000,99,94,,91,93,94,128,,-6.0,-5.7,tabakza01,1996-1997,NBA
Carl Thomas,SG,27,CLE,19,77,.375,.583,.167,.417,1.000,.430,.042,.500,82,121,46,85,135,80,13,236,-3.7,-5.2,thomaca01,1996-1997,NBA
Kurt Thomas,PF,24,MIA,18,374,.371,.375,.000,.371,.761,.451,.438,.010,82,78,,75,103,84,137,4,-25.5,-21.2,thomaku01,1996-1997,NBA
Brooks Thompson,PG,26,TOT,67,1055,.399,.401,.398,.518,.632,.526,.094,.601,88,84,110,105,86,98,29,284,20.7,-7.8,thompbr01,1996-1997,NBA
Brooks Thompson,PG,26,UTA,2,8,.000,.000,,.000,,.000,.000,.000,,,,,,,,,-1.0,-1.1,thompbr01,1996-1997,NBA
Brooks Thompson,PG,26,DEN,65,1047,.400,.404,.398,.520,.632,.528,.094,.602,88,84,110,105,86,99,29,284,21.7,-6.8,thompbr01,1996-1997,NBA
LaSalle Thompson,C,35,TOT,26,140,.158,.158,,.158,.667,.231,.316,.000,35,33,,32,90,43,99,,-12.7,-13.2,thompla01,1996-1997,NBA
LaSalle Thompson,C,35,DEN,17,105,.188,.188,,.188,.500,.207,.125,.000,41,39,,38,68,39,39,,-9.8,-11.1,thompla01,1996-1997,NBA
LaSalle Thompson,C,35,IND,9,35,.000,.000,,.000,.750,.315,1.333,.000,,,,,102,59,417,,-3.0,-2.1,thompla01,1996-1997,NBA
Otis Thorpe,C,34,DET,79,2661,.532,.534,.000,.532,.653,.563,.385,.003,117,111,,108,89,105,120,1,62.1,50.1,thorpot01,1996-1997,NBA
Sedale Threatt,SG,35,HOU,21,334,.378,.370,.400,.432,.750,.451,.108,.270,83,77,111,88,102,84,34,128,-9.0,-13.0,threase01,1996-1997,NBA
Wayman Tisdale,PF,32,PHO,53,778,.426,.426,,.426,.625,.441,.129,.000,94,89,,86,85,82,40,,-49.8,-74.0,tisdawa01,1996-1997,NBA
Keith Tower,C,26,MIL,5,72,.375,.375,,.375,.125,.304,1.000,.000,82,78,,76,17,57,313,,-1.9,-5.3,towerke01,1996-1997,NBA
Gary Trent,PF,22,POR,82,1918,.536,.544,.000,.536,.699,.569,.340,.016,118,113,,109,95,106,106,8,57.5,52.1,trentga01,1996-1997,NBA
Nick Van Exel,PG,25,LAL,79,2937,.402,.420,.378,.484,.825,.518,.186,.435,88,87,105,98,112,97,58,206,-18.9,-39.8,vanexni01,1996-1997,NBA
David Vaughn,PF,23,ORL,35,298,.431,.431,,.431,.633,.475,.417,.000,95,90,,87,86,89,130,,-9.0,-10.3,vaughda02,1996-1997,NBA
Loy Vaught,PF,28,LAC,82,2838,.500,.504,.167,.501,.702,.522,.176,.011,110,105,46,102,95,98,55,5,17.3,-31.2,vaughlo01,1996-1997,NBA
Stojko Vranković,C,33,MIN,53,766,.561,.561,,.561,.676,.583,.266,.000,123,117,,114,92,109,83,,19.0,14.7,vrankst01,1996-1997,NBA
Antoine Walker,PF,20,BOS,82,2970,.425,.438,.327,.445,.631,.474,.270,.117,94,91,91,90,85,88,85,55,-130.9,-187.9,walkean02,1996-1997,NBA
Samaki Walker,PF,20,DAL,43,602,.444,.446,.000,.444,.649,.487,.396,.005,98,93,,90,88,91,124,3,-18.4,-21.2,walkesa01,1996-1997,NBA
Ben Wallace,PF,22,WSB,34,197,.348,.348,,.348,.300,.347,.435,.000,76,72,,71,41,65,136,,-13.4,-20.7,wallabe01,1996-1997,NBA
John Wallace,SF,22,NYK,68,787,.517,.517,.500,.521,.718,.571,.466,.017,114,108,139,106,97,107,146,8,13.3,20.3,wallajo01,1996-1997,NBA
Rasheed Wallace,PF,22,POR,62,1892,.558,.573,.273,.565,.638,.588,.389,.048,123,119,76,115,86,110,122,23,97.6,83.6,wallara01,1996-1997,NBA
Rex Walters,SG,26,PHI,59,1041,.455,.514,.385,.543,.790,.571,.191,.455,100,107,107,110,107,107,60,215,32.6,24.6,waltere01,1996-1997,NBA
Charlie Ward,PG,26,NYK,79,1763,.395,.464,.312,.466,.760,.522,.371,.457,87,97,87,95,103,97,116,216,-18.3,-10.9,wardch01,1996-1997,NBA
Jamie Watson,SF,24,TOT,23,340,.431,.450,.333,.458,.750,.493,.222,.167,95,94,93,93,102,92,70,79,-5.0,-6.7,watsoja01,1996-1997,NBA
Jamie Watson,SF,24,UTA,13,129,.440,.455,.333,.460,.833,.545,.480,.120,97,95,93,93,113,102,150,57,-1.6,.6,watsoja01,1996-1997,NBA
Jamie Watson,SF,24,DAL,10,211,.426,.447,.333,.457,.500,.461,.085,.191,94,93,93,93,68,86,27,90,-3.3,-7.2,watsoja01,1996-1997,NBA
Clarence Weatherspoon,SF,26,PHI,82,2949,.491,.493,.167,.491,.738,.537,.344,.007,108,103,46,100,100,100,108,3,-2.6,2.7,weathcl01,1996-1997,NBA
Chris Webber,PF,23,WSB,72,2806,.518,.535,.397,.543,.565,.554,.268,.129,114,111,110,110,77,103,84,61,117.4,47.4,webbech01,1996-1997,NBA
Bill Wennington,C,33,CHI,61,783,.498,.502,.000,.498,.830,.538,.224,.008,109,105,,101,112,100,70,4,2.3,1.1,wennibi01,1996-1997,NBA
Robert Werdann,C,26,NJN,6,31,.429,.429,,.429,1.000,.541,.429,.000,94,89,,87,135,101,134,,-0.9,.1,werdaro01,1996-1997,NBA
David Wesley,PG,26,BOS,74,2991,.468,.513,.360,.521,.781,.563,.296,.294,103,107,100,106,106,105,93,139,54.7,60.9,wesleda01,1996-1997,NBA
Doug West,SG,29,MIN,68,1920,.467,.481,.333,.482,.681,.505,.194,.093,103,100,93,98,92,94,61,44,-10.2,-31.8,westdo01,1996-1997,NBA
Mark West,C,36,CLE,70,959,.556,.556,,.556,.482,.555,.311,.000,122,116,,113,65,104,97,,22.5,7.8,westma01,1996-1997,NBA
Ennis Whatley,PG,34,POR,3,22,.500,.500,,.500,,.500,.000,.000,110,104,,101,,93,,,.1,-0.3,whatlen01,1996-1997,NBA
Donald Whiteside,PG,27,TOR,27,259,.327,.316,.333,.436,.733,.479,.273,.655,72,66,93,89,99,89,85,309,-6.2,-7.0,whitedo01,1996-1997,NBA
Chris Whitney,PG,25,WSB,82,1117,.421,.485,.356,.509,.832,.566,.342,.494,93,101,99,103,113,106,107,233,10.6,23.2,whitnch01,1996-1997,NBA
Dominique Wilkins,SF,37,SAS,63,1945,.417,.458,.293,.453,.803,.517,.367,.251,92,95,81,92,109,97,115,118,-75.6,-40.8,wilkido01,1996-1997,NBA
Gerald Wilkins,SG,33,ORL,80,2202,.426,.462,.325,.469,.716,.503,.250,.267,94,96,90,95,97,94,78,126,-36.3,-54.6,wilkige01,1996-1997,NBA
Aaron Williams,PF-C,25,TOT,33,563,.574,.578,.000,.574,.673,.599,.331,.007,126,120,,117,91,112,104,3,24.1,21.4,williaa01,1996-1997,NBA
Aaron Williams,C,25,DEN,1,10,.600,.600,,.600,,.600,.000,.000,132,125,,122,,112,,,1.1,.6,williaa01,1996-1997,NBA
Aaron Williams,PF,25,VAN,32,553,.573,.577,.000,.573,.673,.599,.343,.007,126,120,,116,91,112,107,3,23.0,20.7,williaa01,1996-1997,NBA
Buck Williams,PF,36,NYK,74,1496,.537,.538,.000,.537,.642,.574,.549,.003,118,112,,109,87,107,172,1,28.6,31.4,willibu01,1996-1997,NBA
Corliss Williamson,SF,23,SAC,79,1992,.498,.500,.000,.498,.689,.535,.337,.004,109,104,,101,93,100,105,2,7.5,-1.4,willico02,1996-1997,NBA
Eric Williams,SG,24,BOS,72,2435,.456,.458,.250,.457,.752,.533,.532,.010,100,95,69,93,102,99,166,5,-58.4,-5.9,willier01,1996-1997,NBA
Herb Williams,PF,38,NYK,21,184,.391,.400,.000,.391,.750,.408,.087,.022,86,83,,79,102,76,27,10,-9.4,-12.2,willihe01,1996-1997,NBA
Hot Rod Williams,C,34,PHO,68,2137,.490,.493,.000,.490,.672,.538,.476,.005,108,103,,99,91,100,149,2,-2.1,2.0,williho01,1996-1997,NBA
Jayson Williams,PF,28,NJN,41,1432,.409,.412,.000,.409,.590,.443,.339,.007,90,86,,83,80,83,106,3,-90.4,-114.7,willija01,1996-1997,NBA
Jerome Williams,PF,23,DET,33,177,.392,.392,,.392,.529,.419,.333,.000,86,82,,80,72,78,104,,-10.3,-13.6,willije01,1996-1997,NBA
Kevin Willis,PF,34,HOU,75,1964,.481,.487,.143,.482,.693,.515,.277,.019,106,101,40,98,94,96,87,9,-15.7,-33.1,willike02,1996-1997,NBA
Lorenzo Williams,C,27,WSB,19,264,.645,.645,,.645,.714,.660,.226,.000,142,134,,131,97,123,71,,9.4,8.5,willilo01,1996-1997,NBA
Monty Williams,SF,25,SAS,65,1345,.509,.510,.000,.509,.645,.543,.404,.002,112,106,,103,87,101,127,1,14.5,7.6,willimo01,1996-1997,NBA
Reggie Williams,SF,32,TOT,13,200,.382,.476,.265,.441,.750,.468,.158,.447,84,99,74,89,102,87,49,211,-7.9,-11.1,willire01,1996-1997,NBA
Reggie Williams,SF,32,IND,2,33,.222,.250,.000,.222,.500,.253,.222,.111,49,52,,45,68,47,70,52,-4.9,-5.6,willire01,1996-1997,NBA
Reggie Williams,SF,32,NJN,11,167,.403,.529,.273,.470,.800,.497,.149,.493,89,110,76,95,108,93,47,233,-3.1,-5.5,willire01,1996-1997,NBA
Scott Williams,C,28,PHI,62,1317,.509,.513,.000,.509,.691,.529,.173,.006,112,107,,103,94,99,54,3,10.5,-4.6,willisc01,1996-1997,NBA
Walt Williams,SF,26,TOR,73,2647,.427,.448,.400,.516,.765,.551,.247,.445,94,93,111,105,104,103,77,210,44.8,32.5,williwa02,1996-1997,NBA
David Wingate,SG,33,SEA,65,929,.416,.448,.352,.474,.825,.509,.187,.332,91,93,98,96,112,95,58,157,-8.0,-12.1,wingada01,1996-1997,NBA
Dontonio Wingfield,SF,22,POR,47,569,.409,.457,.338,.477,.675,.501,.207,.399,90,95,94,97,91,94,65,188,-6.3,-14.6,wingfdo01,1996-1997,NBA
Joe Wolf,C,32,MIL,56,525,.449,.476,.143,.455,.737,.488,.213,.079,99,99,40,92,100,91,67,37,-6.7,-9.3,wolfjo01,1996-1997,NBA
David Wood,PF,32,MIL,46,240,.526,.652,.333,.592,.667,.621,.474,.395,116,136,93,120,90,116,148,186,7.5,7.8,woodda01,1996-1997,NBA
Haywoode Workman,PG,31,IND,4,81,.550,.647,.000,.550,.000,.538,.050,.150,121,135,,112,,100,16,71,2.3,.1,workmha01,1996-1997,NBA
Lorenzen Wright,C,21,LAC,77,1936,.481,.483,.250,.482,.587,.504,.305,.008,106,100,69,98,79,94,96,4,-11.1,-35.7,wrighlo02,1996-1997,NBA
Sharone Wright,C,24,TOR,60,1009,.400,.400,.000,.400,.511,.423,.330,.002,88,83,,81,69,79,103,1,-75.3,-104.4,wrighsh01,1996-1997,NBA
George Zídek,C,23,TOT,52,376,.415,.422,.000,.415,.789,.500,.483,.017,91,88,,84,107,93,151,8,-18.3,-10.3,zidekge01,1996-1997,NBA
George Zídek,C,23,CHH,36,288,.388,.398,.000,.388,.781,.459,.376,.024,85,83,,79,106,86,118,11,-17.8,-15.1,zidekge01,1996-1997,NBA
George Zídek,C,23,DEN,16,88,.485,.485,,.485,.800,.591,.758,.000,107,101,,98,108,110,237,,-0.5,4.9,zidekge01,1996-1997,NBA
Mahmoud Abdul-Rauf,PG,26,DEN,57,2029,.434,.454,.392,.497,.930,.535,.164,.324,94,93,107,100,126,99,50,162,-3.6,-15.1,abdulma02,1995-1996,NBA
Michael Adams,PG,33,CHH,21,329,.446,.548,.341,.530,.743,.579,.422,.494,96,113,93,106,100,107,128,247,5.2,7.3,adamsmi01,1995-1996,NBA
Rafael Addison,SF,31,CHH,53,516,.467,.494,.000,.467,.773,.489,.133,.055,101,102,,94,104,90,41,27,-10.6,-18.3,addisra01,1995-1996,NBA
Cory Alexander,PG,22,SAS,60,560,.406,.416,.394,.490,.640,.506,.161,.426,88,86,107,98,87,93,49,213,-2.6,-11.9,alexaco01,1995-1996,NBA
Jerome Allen,SG,23,MIN,41,362,.343,.361,.303,.390,.722,.447,.343,.314,74,74,83,78,98,82,104,157,-22.7,-23.0,allenje01,1995-1996,NBA
Derrick Alston,C,23,PHI,73,1614,.512,.513,.333,.513,.491,.518,.289,.008,111,106,91,103,66,96,88,4,11.0,-20.9,alstode01,1995-1996,NBA
John Amaechi,PF,25,CLE,28,357,.414,.414,,.414,.576,.456,.471,.000,90,85,,83,78,84,143,,-11.8,-14.6,amaecjo01,1995-1996,NBA
Ashraf Amaya,PF,24,VAN,54,1104,.480,.482,.000,.480,.651,.534,.591,.004,104,99,,96,88,98,180,2,-9.4,-5.2,amayaas01,1995-1996,NBA
Greg Anderson,PF,31,SAS,46,344,.511,.522,.000,.511,.240,.466,.532,.021,111,107,,102,32,86,162,11,1.1,-8.9,andergr01,1995-1996,NBA
Kenny Anderson,PG,25,TOT,69,2344,.418,.445,.359,.474,.769,.534,.405,.307,91,92,98,95,104,99,123,153,-41.9,-15.2,anderke01,1995-1996,NBA
Kenny Anderson,PG,25,NJN,31,1042,.376,.381,.364,.424,.803,.511,.495,.261,81,78,99,85,109,94,150,130,-57.0,-28.6,anderke01,1995-1996,NBA
Kenny Anderson,PG,25,CHH,38,1302,.454,.505,.357,.515,.727,.555,.330,.346,98,104,97,103,98,102,100,173,15.2,13.3,anderke01,1995-1996,NBA
Nick Anderson,SG,28,ORL,77,2717,.442,.489,.391,.535,.692,.562,.265,.476,96,101,106,107,94,104,81,238,66.3,39.6,anderni01,1995-1996,NBA
